Codes,Names,theft_year_minus_3,theft_year_minus_2,theft_year_minus_1,theft_now,theft_2012
E01001989,Haringey 033D,81,71,83,104,82
E01001990,Haringey 034C,217,211,244,166,156
E01001991,Haringey 017A,46,54,51,49,39
E01001992,Haringey 017B,39,42,32,34,34
E01001993,Haringey 017C,59,18,31,47,22
E01001994,Haringey 030A,44,37,26,35,36
E01001995,Haringey 017D,51,28,30,51,36
E01001996,Haringey 014C,61,53,32,45,55
E01001997,Haringey 014D,107,116,104,96,79
E01001998,Haringey 023A,48,34,39,25,31
E01001999,Haringey 023B,110,76,81,74,83
E01002000,Haringey 031A,38,44,40,45,39
E01002001,Haringey 031B,51,46,40,36,33
E01002002,Haringey 031C,113,99,92,122,94
E01002003,Haringey 023C,84,81,47,56,70
E01002004,Haringey 023D,45,24,29,29,36
E01002005,Haringey 035A,37,53,33,38,41
E01002006,Haringey 035B,23,30,32,38,20
E01002007,Haringey 035C,36,54,45,42,33
E01002008,Haringey 030B,53,55,53,87,61
E01002009,Haringey 035D,67,87,58,76,72
E01002010,Haringey 030C,70,44,62,49,77
E01002011,Haringey 030D,56,60,61,64,50
E01002012,Haringey 020A,62,35,48,53,53
E01002013,Haringey 022A,36,36,22,24,27
E01002014,Haringey 020B,68,42,52,50,57
E01002015,Haringey 020C,41,30,26,23,14
E01002016,Haringey 028A,42,36,40,30,27
E01002017,Haringey 028B,41,71,45,32,34
E01002018,Haringey 020D,27,16,24,17,18
E01002019,Haringey 022B,52,40,39,47,31
E01002020,Haringey 021A,53,38,38,38,65
E01002021,Haringey 022C,50,41,25,32,42
E01002022,Haringey 021B,217,220,215,190,201
E01002023,Haringey 021C,37,52,30,37,34
E01002024,Haringey 022D,59,38,38,26,25
E01002025,Haringey 021D,25,33,34,34,31
E01002026,Haringey 016A,549,688,825,716,740
E01002027,Haringey 010A,26,21,15,20,19
E01002028,Haringey 010B,39,35,21,44,44
E01002029,Haringey 016B,229,229,288,392,340
E01002030,Haringey 016C,39,32,34,61,41
E01002031,Haringey 016D,456,425,343,308,281
E01002032,Haringey 010C,31,37,25,37,48
E01002033,Haringey 010D,37,35,15,37,38
E01002034,Haringey 003A,173,161,131,140,140
E01002035,Haringey 003B,96,77,55,32,59
E01002036,Haringey 002A,74,54,38,48,57
E01002037,Haringey 002B,123,104,109,117,106
E01002038,Haringey 003C,63,59,63,50,49
E01002039,Haringey 002C,29,19,24,28,40
E01002040,Haringey 002D,58,35,42,37,35
E01002041,Haringey 003D,49,53,45,26,41
E01002042,Haringey 027A,81,43,43,37,40
E01002043,Haringey 026A,51,24,44,40,46
E01002044,Haringey 027B,58,55,44,50,58
E01002045,Haringey 026B,50,32,36,69,54
E01002046,Haringey 026C,52,47,46,55,66
E01002047,Haringey 027C,58,53,44,36,54
E01002048,Haringey 027D,40,33,29,26,33
E01002049,Haringey 026D,58,32,43,46,57
E01002050,Haringey 029A,31,28,38,34,32
E01002051,Haringey 029B,50,52,49,75,78
E01002052,Haringey 029C,36,43,35,35,32
E01002053,Haringey 032A,32,40,39,54,32
E01002054,Haringey 032B,30,32,25,27,38
E01002055,Haringey 029D,37,47,48,53,56
E01002056,Haringey 032C,53,42,59,60,59
E01002057,Haringey 032D,70,63,112,92,104
E01002058,Haringey 031D,80,103,97,130,138
E01002059,Haringey 028C,34,38,35,27,18
E01002060,Haringey 028D,52,36,36,45,45
E01002061,Haringey 036A,65,51,62,74,37
E01002062,Haringey 034D,70,55,46,56,51
E01002063,Haringey 036B,36,17,42,42,27
E01002064,Haringey 036C,37,27,36,26,27
E01002065,Haringey 036D,45,50,62,59,62
E01002066,Haringey 025A,95,101,91,86,74
E01002067,Haringey 024A,58,33,43,73,58
E01002068,Haringey 025B,141,179,194,235,203
E01002069,Haringey 024B,195,157,134,175,200
E01002070,Haringey 024C,80,39,37,57,52
E01002071,Haringey 025C,40,43,30,40,41
E01002072,Haringey 025D,59,61,60,61,55
E01002073,Haringey 024D,36,25,30,40,49
E01002074,Haringey 012A,32,38,39,39,22
E01002075,Haringey 015A,43,38,30,57,41
E01002076,Haringey 015B,30,40,33,42,26
E01002077,Haringey 012B,139,95,132,106,103
E01002078,Haringey 015C,23,32,37,21,31
E01002079,Haringey 012C,30,33,26,37,28
E01002080,Haringey 015D,121,102,97,113,155
E01002081,Haringey 012D,152,115,106,119,102
E01002082,Haringey 013A,23,41,28,33,29
E01002083,Haringey 019A,36,30,22,46,24
E01002084,Haringey 019B,53,57,44,77,61
E01002085,Haringey 019C,48,69,61,65,81
E01002086,Haringey 013B,53,52,46,64,55
E01002087,Haringey 019D,44,26,34,36,38
E01002088,Haringey 013C,57,58,28,36,41
E01002089,Haringey 013D,31,33,37,30,19
E01002090,Haringey 005A,46,28,32,16,39
E01002091,Haringey 006A,49,37,39,30,49
E01002092,Haringey 006B,57,64,60,43,52
E01002093,Haringey 005B,57,55,47,51,57
E01002094,Haringey 006C,35,18,24,23,31
E01002095,Haringey 006D,57,37,59,92,86
E01002096,Haringey 005C,33,17,28,22,34
E01002097,Haringey 005D,40,42,32,37,48
E01002098,Haringey 007A,66,61,77,68,57
E01002099,Haringey 008A,39,34,36,38,36
E01002100,Haringey 008B,57,36,49,44,43
E01002101,Haringey 007B,29,27,49,38,45
E01002102,Haringey 007C,61,54,79,59,73
E01002103,Haringey 008C,62,35,51,36,47
E01002104,Haringey 008D,37,23,30,38,27
E01002105,Haringey 007D,103,64,83,104,89
E01002106,Harrow 008A,23,28,28,17,24
E01002107,Harrow 012A,20,12,25,41,38
E01002108,Harrow 008B,13,19,19,25,20
E01002109,Harrow 008C,27,34,23,31,26
E01002110,Harrow 008D,27,26,25,23,27
E01002111,Harrow 008E,42,40,41,30,62
E01002112,Harrow 001A,50,33,42,32,30
E01002113,Harrow 002A,14,21,18,31,30
E01002114,Harrow 001B,53,41,46,43,44
E01002115,Harrow 002B,10,33,13,13,10
E01002116,Harrow 002C,28,18,16,23,28
E01002117,Harrow 002D,33,39,19,37,27
E01002118,Harrow 002E,34,42,39,34,29
E01002119,Harrow 007A,44,42,52,35,43
E01002120,Harrow 007B,23,17,29,11,22
E01002121,Harrow 007C,14,19,18,24,13
E01002122,Harrow 007D,18,25,20,18,20
E01002123,Harrow 007E,89,89,105,72,61
E01002124,Harrow 010A,10,10,11,18,15
E01002125,Harrow 010B,20,32,24,23,36
E01002126,Harrow 023A,79,87,81,82,67
E01002127,Harrow 023B,21,23,25,28,33
E01002128,Harrow 020A,21,22,25,22,11
E01002129,Harrow 023C,708,597,540,454,431
E01002130,Harrow 020B,318,248,246,207,165
E01002131,Harrow 023D,16,9,12,15,10
E01002132,Harrow 029A,37,24,23,27,18
E01002133,Harrow 027A,44,58,57,47,35
E01002134,Harrow 029B,18,27,24,36,29
E01002135,Harrow 029C,37,22,34,32,47
E01002136,Harrow 027B,10,49,48,34,46
E01002137,Harrow 029D,29,34,42,44,28
E01002138,Harrow 027C,9,6,12,16,9
E01002139,Harrow 006A,29,29,29,21,14
E01002140,Harrow 005A,34,37,30,29,20
E01002141,Harrow 005B,16,23,27,19,28
E01002142,Harrow 005C,42,51,48,48,37
E01002143,Harrow 005D,23,25,22,14,21
E01002144,Harrow 004A,71,44,45,36,29
E01002145,Harrow 005E,20,26,46,20,20
E01002146,Harrow 004B,13,21,14,13,13
E01002147,Harrow 004C,13,17,18,13,25
E01002148,Harrow 006B,20,20,21,31,25
E01002149,Harrow 004D,13,24,25,12,9
E01002150,Harrow 006C,68,71,81,71,61
E01002151,Harrow 006D,43,26,28,21,18
E01002152,Harrow 006E,12,16,19,16,9
E01002153,Harrow 019A,9,9,2,17,6
E01002154,Harrow 015A,34,41,39,35,41
E01002155,Harrow 019B,11,20,25,17,12
E01002156,Harrow 015B,17,26,22,18,13
E01002157,Harrow 019C,32,31,34,25,35
E01002158,Harrow 019D,16,12,17,11,10
E01002159,Harrow 021A,19,23,27,25,12
E01002160,Harrow 021B,37,48,40,22,30
E01002161,Harrow 021C,26,34,29,20,15
E01002162,Harrow 015C,17,19,24,16,12
E01002163,Harrow 015D,7,11,17,19,11
E01002164,Harrow 021D,15,33,31,20,27
E01002165,Harrow 017A,24,24,29,28,21
E01002166,Harrow 017B,10,14,16,16,9
E01002167,Harrow 017C,18,12,15,15,18
E01002168,Harrow 017D,18,21,26,13,17
E01002169,Harrow 017E,19,15,15,15,8
E01002170,Harrow 018A,15,19,14,13,22
E01002171,Harrow 018B,27,17,14,16,20
E01002172,Harrow 014A,10,19,29,22,27
E01002173,Harrow 014B,15,18,19,14,12
E01002174,Harrow 018C,13,13,17,14,15
E01002175,Harrow 018D,35,27,32,32,19
E01002176,Harrow 018E,51,49,80,34,50
E01002177,Harrow 014C,26,22,42,44,48
E01002178,Harrow 014D,17,14,5,8,19
E01002179,Harrow 013A,59,59,92,83,102
E01002180,Harrow 013B,71,63,131,94,62
E01002181,Harrow 020C,18,19,28,21,26
E01002182,Harrow 020D,21,25,31,28,22
E01002183,Harrow 013C,32,44,57,31,29
E01002184,Harrow 013D,20,19,53,22,29
E01002185,Harrow 009A,22,18,24,22,15
E01002186,Harrow 009B,41,47,40,37,35
E01002187,Harrow 009C,24,21,29,17,29
E01002188,Harrow 016A,20,21,11,25,21
E01002189,Harrow 016B,126,101,122,107,84
E01002190,Harrow 009D,27,23,22,23,23
E01002191,Harrow 022A,14,24,19,18,19
E01002192,Harrow 016C,18,20,34,23,27
E01002193,Harrow 016D,26,31,26,36,27
E01002194,Harrow 022B,13,27,24,17,14
E01002195,Harrow 022C,21,18,24,17,15
E01002196,Harrow 022D,14,16,24,17,11
E01002197,Harrow 012B,10,10,15,18,13
E01002198,Harrow 010C,11,7,9,20,16
E01002199,Harrow 012C,13,9,15,18,19
E01002200,Harrow 010D,14,25,30,23,36
E01002201,Harrow 012D,20,12,14,29,27
E01002202,Harrow 012E,68,76,61,67,66
E01002203,Harrow 010E,22,18,26,34,32
E01002204,Harrow 026A,44,50,68,43,39
E01002205,Harrow 026B,17,11,4,18,15
E01002206,Harrow 026C,19,9,8,19,13
E01002207,Harrow 026D,25,13,13,14,12
E01002208,Harrow 025A,8,15,9,11,9
E01002209,Harrow 025B,39,48,50,26,43
E01002210,Harrow 026E,23,13,6,15,10
E01002211,Harrow 028A,22,19,17,21,17
E01002212,Harrow 028B,55,43,38,26,34
E01002213,Harrow 027D,55,63,38,79,63
E01002214,Harrow 031A,31,32,14,21,19
E01002215,Harrow 031B,30,18,17,22,31
E01002216,Harrow 028C,26,14,15,13,14
E01002217,Harrow 028D,22,21,13,18,22
E01002218,Harrow 030A,14,27,22,16,24
E01002219,Harrow 030B,104,122,78,67,84
E01002220,Harrow 031C,17,21,23,21,11
E01002221,Harrow 030C,54,38,49,33,44
E01002222,Harrow 030D,24,29,15,22,14
E01002223,Harrow 031D,21,35,23,22,18
E01002224,Harrow 031E,19,26,15,17,13
E01002225,Harrow 001C,28,12,17,18,10
E01002226,Harrow 001D,176,168,166,136,98
E01002227,Harrow 003A,32,36,24,24,22
E01002228,Harrow 003B,19,34,35,25,19
E01002229,Harrow 003C,27,29,34,28,31
E01002230,Harrow 003D,19,30,28,24,25
E01002231,Harrow 013E,14,19,33,23,22
E01002232,Harrow 011A,37,58,55,56,53
E01002233,Harrow 011B,28,58,76,41,62
E01002234,Harrow 011C,29,22,31,26,28
E01002235,Harrow 011D,20,17,26,26,29
E01002236,Harrow 011E,26,30,35,27,33
E01002237,Harrow 024A,29,26,46,37,13
E01002238,Harrow 024B,26,25,23,28,18
E01002239,Harrow 025C,14,13,12,14,24
E01002240,Harrow 024C,25,26,35,30,26
E01002241,Harrow 025D,14,22,16,13,19
E01002242,Harrow 024D,10,12,17,12,24
E01002243,Havering 013A,45,60,48,52,46
E01002244,Havering 011A,33,20,27,30,29
E01002245,Havering 011B,30,56,30,37,46
E01002246,Havering 017A,31,30,29,45,26
E01002247,Havering 017B,36,44,42,34,33
E01002248,Havering 017C,92,105,95,135,128
E01002249,Havering 017D,73,33,45,47,54
E01002250,Havering 017E,38,47,46,43,51
E01002251,Havering 017F,26,18,16,20,21
E01002252,Havering 018A,18,6,43,20,10
E01002253,Havering 019A,10,10,13,25,20
E01002254,Havering 019B,20,14,17,17,17
E01002255,Havering 022A,6,7,13,12,9
E01002256,Havering 018B,6,7,12,12,3
E01002257,Havering 019C,24,17,31,27,25
E01002258,Havering 018C,33,7,14,15,16
E01002259,Havering 018D,12,23,18,19,22
E01002260,Havering 026A,25,16,34,25,29
E01002261,Havering 026B,24,33,26,38,23
E01002262,Havering 026C,20,12,20,13,22
E01002263,Havering 026D,13,13,15,15,30
